worker_id,x,y
1,-0.9186080545476509,-1.189377433054769
2,-2.826654805484304,3.323088841222079
3,-0.44947138278649007,-0.27550968896853656
4,-0.2094187587579522,-2.4346007150396223
5,-0.7918044668184686,-0.3325527226708262
6,2.9852314618806486,-0.11439379133183937
7,2.276211753466811,1.397928116793387
8,-4.987154778084012,0.34156197380165726
9,-0.07508234527988686,0.8864507250027894
10,-1.917019911126023,0.1681001501837584
11,-0.45202585604507345,-0.5404361518876153
12,2.77858579327992,-0.7515324457246184
13,-1.9641506350217832,2.0171616006223165
14,-0.3048250026203653,-1.0639985148661057
15,1.410849709920069,0.2525853763504192
16,3.3760491981336678,-0.9582376279381435
17,-0.013790753274851809,-0.5541660419075639
18,-0.9133661328801547,0.8579420252503052
19,2.4584718734645983,-0.9477927241116073
20,0.6129133267009385,1.2019915593069457
21,3.742084494139524,1.0319918579215548
22,-1.312247306308319,0.2026629853744102
23,-1.1858163049000032,-0.404425947854293
24,1.4599220892511755,-0.9721958097860776
25,3.6510378002667387,2.353255882522146
26,-0.4157341834219992,-1.5305062228023762
27,-0.8721971147311685,1.6254865137826566
28,0.3844406011729643,-0.6173339066127741
29,-0.46093250915814743,-0.28246283203534506
30,-0.632632672491955,1.7934824039734978
31,2.4092623617859346,3.3327941994872794
32,-0.736680990643212,-2.1427622915437503
33,-0.5264304568019196,-0.3256340444332464
34,2.6550388061425627,-1.7729703812761919
35,2.858369546626463,-0.2942637823252188
36,-1.439980593431977,-0.2986741035020157
37,-1.5022328824374982,0.8535925770929638
38,-1.729176227793033,-0.32122028710540146
39,0.6241687167252707,-0.4052822459134006
40,0.7774875785092142,1.1129844942433904
41,2.018175497154314,0.7390429005422817
42,1.1148812678562254,-0.9346208139917596
43,-1.5223597064590975,0.0887514019606072
44,3.6255507717255346,1.7601334644267748
45,2.8069519546747532,-1.1081105678985963
46,3.699884904398885,-1.2694495518214737
47,1.2953226865215128,0.8771362313744993
48,1.667393228911319,1.878642908647177
49,-0.8985783114587008,-0.4322807296959096
50,-1.2102940808343285,-1.6852962546052455
51,-1.8993074305621964,-0.44074142509481395
52,0.10103978726548508,0.019442961833955438
53,-1.3806545754476867,-2.426469469253394
54,-1.1011238281774736,0.12635786934848633
55,1.9671027062557787,1.7576833796711935
56,0.7463894998047432,1.4571813341881719
57,-0.23102099001943005,-3.1273728264318335
58,-2.463331835383717,0.3440037178092865
59,-1.6557827464676766,1.1717209824540729
60,2.3966901877036055,1.0216530948863531
61,-2.1857915765299265,1.2665019236347526
62,0.943131523708594,0.22184159590236055
63,1.2692983691964874,-1.1361799992404764
64,-1.9165357149630045,-2.099247804123577
65,-0.4790763910363615,-0.14482551378585087
66,1.5788972619735588,0.09512118632104606
67,-2.486759887140089,0.8714806852423602
68,3.428403982876783,-0.35226795331959304
69,-1.7352143923487982,0.01297492079289829
70,1.987027339430341,0.33806624039856303
71,-0.3603044909325634,0.8274899121008454
72,0.3983909836856011,-0.03389459985229791
73,0.08855505886406594,0.49822807483962056
74,0.04017226854459321,0.0010669410694333947
75,1.6171381074812938,0.4890219994657622
76,0.3841604688944457,-2.3021370529121237
77,3.02502474471071,0.20207770640983008
78,-1.8664017571439893,2.3618817851563816
79,0.6733443685390728,-1.2617837636036096
80,1.0465830166381693,-1.2339843259586079
81,-2.7768597784889804,1.6112941610911076
82,-1.3693745134500366,-1.109723366433196
83,0.48541924645636503,-0.6224137510375118
84,-5.261121401385451,-0.6660135695024348
85,2.7980197021605786,1.0818505283606863
86,-3.5154031207319507,0.2969817310424815
87,0.5853058227578875,0.7135080348315799
88,-3.6026656958315524,-2.103916875199928
89,-0.10162579974184222,1.0698351346922699
90,0.6909214460379312,1.7626438360889478
91,1.2709738560354764,2.217421791660952
92,-0.974682181482983,-0.6122418696692559
93,-1.3686872984039433,-0.6519290570737002
94,-0.17417718508248187,0.3226619291263189
95,-0.9494551045410399,0.22325677040531727
96,0.24566371287041566,-1.1521753997980202
97,3.670775090615995,-1.4861042232385324
98,-1.1426048290909643,1.632750938352193
99,-1.5483012954832327,-0.8009662480302563
100,3.78127845431897,-1.982426208812881
101,-1.6750954267116924,0.22728305229824378
102,0.4334103609398377,-0.694433555485361
103,-1.7281233775424896,0.20536753065222643
104,-0.23292420022470256,3.4069155874260537
105,1.4396686632836597,-0.6122777265827396
106,-1.2568440592321126,0.3216943415640534
107,0.3502734885804748,-0.5486404236385178
108,-2.473584136410758,0.41768570128201027
109,-0.07535659676803708,0.5810816431115755
110,-0.5922156586864764,0.02602812696194744
111,-3.6530478599173426,0.8798342405318422
112,1.2886507680655814,-1.5224464672775853
113,5.391486631926301,1.2990061932313832
114,-4.026479982401597,-1.5212168612943961
115,2.0831594402357747,1.6505727102426813
116,1.5617934928938324,-0.06973200166965726
117,-0.5793466801560192,-0.2889505891065575
118,-1.0392584507154214,-2.4316546169480384
